2023-03-17	Default page title	Branch: task/mp/62-homepage-contents-pagetitle	60	laravel,php,livewire,tailwind-css
2023-03-17	Single promo v3 content	Branch: task/mp/62-homepage-contents-promo-v3	60	laravel,php,livewire,tailwind-css
2023-03-17	About us homepage content	Branch: task/mp/62-homepage-contents-about	60	laravel,php,livewire,tailwind-css
2023-03-17	USP Homepage content	Branch: task/mp/62-homepage-contents-usp	60	laravel,php,livewire,tailwind-css
2023-03-17	Task/mp/44 worldpay style 1	Branch: task/mp/44-worldpay-style-1	60	laravel,php,livewire,tailwind-css,payment-gateways,apis
2023-03-17	Confirmation email	Branch: task/mp/24-email-confirmation-1	60	laravel,php,livewire,tailwind-css
2023-03-21	Address updates	Branch: task/mp/24-checkout-updates-address	60	laravel,php,livewire,tailwind-css
2023-03-21	Redirect after registration	Branch: task/mp/24-checkout-updates-redirect	60	laravel,php,livewire,tailwind-css
2023-03-21	Adding loading notice	Branch: task/mp/24-checkout-updates-basket	60	laravel,php,livewire,tailwind-css
2023-03-21	Delivery settings	Branch: task/mp/24-checkout-updates-delivery	60	laravel,php,livewire,tailwind-css
2023-03-22	CMS Updates	Branch: task/mp/24-checkout-updates-cms	240	laravel,php,livewire,tailwind-css
2023-03-22	Customer emails	Branch: task/mp/24-checkout-updates-email	240	laravel,php,livewire,tailwind-css
2023-04-05	Promotion Banners	Branch: task/mp/38-promotions-platform-banners	60	laravel,php,livewire,tailwind-css,tdd
2023-04-05	Create and Update	Branch: task/mp/38-promotions-platform-create	60	laravel,php,livewire,tailwind-css,tdd
2023-04-05	Platform list endpoint	Branch: task/mp/38-promotions-platform-list	60	laravel,php,livewire,tailwind-css,tdd
2023-04-05	Models and Factories	Branch: task/mp/38-promotions-models	60	laravel,php,livewire,tailwind-css
2023-04-05	Database migrations	Branch: task/mp/38-promotions-migrations	60	laravel,php,livewire,tailwind-css
2023-04-28	Promotions CMS	Branch: task/mp/38-promotions-cms-1	60	laravel,php,livewire,tailwind-css
2023-04-28	Basic API Form	Branch: task/mp/38-promotions-pms-add	60	laravel,php,livewire,tailwind-css,apis
2023-04-28	PMS Index	Branch: task/mp/38-promotions-pms-index	60	laravel,php,livewire,tailwind-css
2023-04-28	Task/mp/38 promotions tidy 4	Branch: task/mp/38-promotions-tidy-4	60	laravel,php,livewire,tailwind-css
2023-04-28	Real-time facade	Branch: task/mp/38-promotions-tidy-3	60	laravel,php,livewire,tailwind-css
2023-04-28	Snakes the code	Branch: task/mp/38-promotions-tidy-2	60	laravel,php,livewire,tailwind-css
2023-04-28	Move files around	Branch: task/mp/38-promotions-tidy-1	60	laravel,php,livewire,tailwind-css
2023-04-28	UI Endpoints	Branch: task/mp/38-promotions-ui-endpoints	60	laravel,php,livewire,tailwind-css,tdd
2023-04-28	CMS Endpoints	Branch: task/mp/38-promotions-cms-endpoints	60	laravel,php,livewire,tailwind-css,tdd
2023-04-28	Promotion products	Branch: task/mp/38-promotions-platform-products	60	laravel,php,livewire,tailwind-css,tdd
2023-05-04	Task/mp/38 promotions hotfixes1	Branch: task/mp/38-promotions-hotfixes1	60	laravel,php,livewire,tailwind-css
2023-05-04	Site editor	Branch: task/mp/38-promotions-cms-editor	240	laravel,php,livewire,tailwind-css
2023-05-04	Task/mp/38 promotions ui 1	Branch: task/mp/38-promotions-ui-1	60	laravel,php,livewire,tailwind-css
2023-05-11	Banner	Branch: task/mp/primary-promo-banner-1	60	laravel,php,livewire,tailwind-css
2023-05-11	Add USPs	Branch: task/mp/product-usp-text-1	60	laravel,php,livewire,tailwind-css
2023-05-11	Footer links and address	Branch: task/mp/footer-shop-links-1	60	laravel,php,livewire,tailwind-css
2023-05-11	Discount prices 1	Branch: task/mp/38-promotions-v2-products1	180	laravel,php,livewire,tailwind-css
2023-06-07	Promo hero products	Branch: task/mp/promotions-updates-2-hero-products	300	laravel,php,livewire,tailwind-css
2023-06-08	Display products UI	Branch: task/mp/42-featured-products-ui	60	laravel,php,livewire,tailwind-css
2023-06-08	Product form	Branch: task/mp/42-featured-products-form	60	laravel,php,livewire,tailwind-css,tdd
2023-06-08	Api endpoint	Branch: task/mp/42-featured-products-api	120	laravel,php,livewire,tailwind-css,tdd,apis
2023-06-08	Featured attribute	Branch: task/mp/42-featured-products-attribute	60	laravel,php,livewire,tailwind-css
2023-06-13	Tidyup and fixes	Branch: task/mp/54-sitemaps-fixes	60	laravel,php,livewire,tailwind-css
2023-06-13	Category pages	Branch: task/mp/54-sitemaps-categories	60	laravel,php,livewire,tailwind-css
2023-06-13	Product sitemaps	Branch: task/mp/54-sitemaps-ui	60	laravel,php,livewire,tailwind-css
2023-06-13	API Route	Branch: task/mp/54-sitemaps-api	60	laravel,php,livewire,tailwind-css,apis
2023-06-13	Sitemaps start	Branch: task/mp/54-sitemaps-static-pages	60	laravel,php,livewire,tailwind-css
2023-06-14	Page meta tags	Branch: task/mp/32-dynamic-small-print-service	360	laravel,php,livewire,tailwind-css
2023-06-16	Doc update and new method	Branch: task/mp/settings-update-docs	300	laravel,php,livewire,tailwind-css
2023-07-12	Checkout update	Branch: task/mp/89-checkout-snags-checkout	240	laravel,php,livewire,tailwind-css
2023-07-12	Removed iframe address	Branch: task/mp/89-checkout-snags-remove-iframe	120	laravel,php,livewire,tailwind-css
2023-07-13	Purchase tracking	Branch: task/mp/65-google-analytics-purchase	240	laravel,php,livewire,tailwind-css
2023-07-13	Google tags service	Branch: task/mp/65-google-analytics-service	240	laravel,php,livewire,tailwind-css
2023-07-17	Session messages	Branch: task/mp/69-homepage-editor-session-messages	60	laravel,php,livewire,tailwind-css
2023-07-17	Disable edit mobile preview	Branch: task/mp/69-homepage-editor-disable-mobile-editing	60	laravel,php,livewire,tailwind-css
2023-07-17	Colour services	Branch: task/mp/69-homepage-editor-colours	60	laravel,php,livewire,tailwind-css
2023-07-17	Update Fonts	Branch: task/mp/69-homepage-editor-fonts	60	laravel,php,livewire,tailwind-css
2023-07-18	Task/81 cms adjustments settings	Branch: task/81-cms-adjustments-settings	60	laravel,php,livewire,tailwind-css
2023-07-18	Dashboard view	Branch: task/71-dashboard-reports-cms	120	laravel,php,livewire,tailwind-css,tdd
2023-07-18	Report service	Branch: task/71-dashboard-reports-service	60	laravel,php,livewire,tailwind-css,tdd
2023-07-18	Bug fixes address	Branch: task/84-checkout-snags-myaccount	60	laravel,php,livewire,tailwind-css
2023-07-18	Style fixes	Branch: task/84-checkout-snags-fixes1	60	laravel,php,livewire,tailwind-css
2023-07-18	Task/90 final site colours ui	Branch: task/90-final-site-colours-ui	60	laravel,php,livewire,tailwind-css
2023-07-28	Task/97 product descriptions 1	Branch: task/97-product-descriptions-1	60	laravel,php,livewire,tailwind-css
2023-07-28	Task/62 homepage content settings 1	Branch: task/62-homepage-content-settings-1	60	laravel,php,livewire,tailwind-css
2023-07-28	Task/83 login reg pages 1	Branch: task/83-login-reg-pages-1	60	laravel,php,livewire,tailwind-css
2023-07-28	Fix inactive prods basket	Branch: task/98-seond-prod-not-showing-1	60	laravel,php,livewire,tailwind-css
2023-07-28	Fix basket quantity selection	Branch: task/95-product-page-qty-selection-1	60	laravel,php,livewire,tailwind-css
